"","601","602","603","604","605","606","607","608","609","611","612","613","1301","1401","1402","1501","1502","1503","1507","1603","1604","1605","1606","1607","1608","1612"
"2006",82.7874706628876,81.36530578419,80.0140251520347,81.5354493025446,80.1967004512768,82.0578994438369,82.9515224091512,82.6107268556194,78.3431089346821,82.8475701898101,80.8728005091519,81.0568594089974,82.1537721018377,79.6637520777189,81.6934373169322,81.5959676371379,81.0320920713389,82.3077331771334,78.5603428581457,80.5363462493953,81.5785914033296,82.5661150007267,81.9188602283036,82.2403500724804,82.7136744738702,82.0239923962949
"2011",83.2773329038316,81.9189009202499,80.7310524686124,81.8727735410545,81.1520165176542,82.6211307407751,83.6065483230421,83.5094805336452,79.5076921973136,83.2682429414588,81.3977138300303,81.8846691949028,82.7156433769632,81.8535276600119,82.3774807870262,81.6869453066211,81.3310426032636,82.8226137883787,78.8903152015215,80.6161710000639,82.1697186991586,82.9827784746323,82.6233954650797,82.3079324322423,83.2771974693322,82.635934959345
"2014",83.5983556959845,82.0299810016731,81.2279131353509,82.1504981547534,81.6333143506776,82.9418056346869,83.9028053026378,84.0272426142319,80.2699046587937,83.6763482303364,81.8794197337685,82.5113950338466,83.011066507275,82.3402186862508,82.7166265726305,82.2021523651672,81.6405671500075,82.7859043693697,81.8852245702913,81.5277873231021,82.5283040986222,83.2065401904667,82.9180521673745,82.2985584139835,83.5387627412486,83.024168962402
